territory,habitat,hectare,country,hectare_UpperCI,hectare_LowerCI,stock_MgHa_mean,n,stock_MgHa_se,stock_MgHa_upper_CI,stock_MgHa_lower_CI,n_sites,TierIII_mean,TierIII_LowerCI,TierIII_UpperCI,tierII_gtlt_tier_I,tier_II_overlaps_TierI,tierIII_gtlt_tier_II,tierII_overlaps_tierIII,tierIII_gtlt_tier_I,tierIII_overlaps_tierI,text_position,TierI_mean,TierI_LowerCI,TierI_UpperCI,compiled_EF,compiled_UpperCI,compiled_LowerCI,TierIorII,Total_Stocks,Total_Stocks_se,Total_Stocks_UpperCI,Total_Stocks_LowerCI,Total_SE,Total_Stockers_UpperCI,Total_Stockers_LowerCI
Denmark,mangrove,0,Denmark,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,386,351,424,386,424,351,Tier I,0,NA,NA,NA,NA,NA,NA
Denmark,marsh,29352.264302393636,Denmark,33182.26853247148,17778.99065063669,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,255,254,297,255,297,254,Tier I,7484827.397110377,1052459.3414550321,9505549.33270404,5464105.461516716,NA,NA,NA
Denmark,seagrass,134500,Denmark,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108,84,139,108,139,84,Tier I,14526000,NA,NA,NA,NA,NA,NA
France,mangrove,0,France,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,386,351,424,386,424,351,Tier I,0,NA,NA,NA,NA,NA,NA
France,marsh,73263.3594274067,France,82823.06404255622,44376.425916411434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,255,254,297,255,297,254,Tier I,18682156.653988708,2626942.3790063043,23725886.021680813,13638427.286296602,NA,NA,NA
France,seagrass,103897,France,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108,84,139,108,139,84,Tier I,11220876,NA,NA,NA,NA,NA,NA
Cameroon,mangrove,201379.62156762744,Cameroon,233454.35802160474,176824.09223595585,455.95947029423996,4,26.60395085324703,NA,NA,1,403.06791553235183,311.70739080737667,494.428440257327,greater than,Country-specific average overlaps Tier I,less than,Remote-sensing esimate overlaps country-specific average,greater than,Remote-sensing esimate overlaps Tier I,455.95947029423996,386,351,424,455.95947029423996,NA,NA,Tier II,91820945.57802992,NA,NA,NA,NA,NA,NA
Cameroon,marsh,0,Cameroon,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,255,254,297,255,297,254,Tier I,0,NA,NA,NA,NA,NA,NA
Cameroon,seagrass,NA,Cameroon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108,84,139,108,139,84,Tier I,NA,NA,NA,NA,NA,NA,NA
Vietnam,mangrove,211776.52720864193,Vietnam,245507.23066551887,185953.2354318968,278.43178766991,175,8.140404614381765,294.38668753368194,262.4768878061381,5,262.2698896542273,220.15409391303513,304.3856853954195,less than,Country-specific average is significantly less than Tier I,less than,Remote-sensing esimate overlaps country-specific average,less than,Remote-sensing esimate is significantly less than Tier I,262.4768878061381,386,351,424,278.43178766991,294.38668753368194,262.4768878061381,Tier II,58965317.057227515,4567828.068611218,67735546.94896105,50195087.16549398,NA,NA,NA
Vietnam,marsh,1353.522832490378,Vietnam,1530.136061389463,819.843727773578,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,255,254,297,255,297,254,Tier I,345148.3222850464,48532.12461741852,438330.0015504899,251966.64301960284,NA,NA,NA
Vietnam,seagrass,15745,Vietnam,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108,84,139,108,139,84,Tier I,1700460,NA,NA,NA,NA,NA,NA
Maldives,mangrove,85.8724580721268,Maldives,99.5497926498647,75.40146976378537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,386,351,424,386,424,351,Tier I,33146.768815840944,2865.5831277232974,38648.68842106967,27644.849210612214,NA,NA,NA
Maldives,marsh,0,Maldives,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,255,254,297,255,297,254,Tier I,0,NA,NA,NA,NA,NA,NA
Maldives,seagrass,237899,Maldives,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108,84,139,108,139,84,Tier I,25693092,NA,NA,NA,NA,NA,NA
Egypt,mangrove,174.12702992185106,Egypt,201.86111021647315,152.89458665178077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,386,351,424,386,424,351,Tier I,67213.03354983451,5810.657924867156,78369.49676557945,56056.57033408957,NA,NA,NA
Egypt,marsh,18972.352611913466,Egypt,21447.943251516397,11491.763505287223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,255,254,297,255,297,254,Tier I,4837949.916037934,680275.6179242625,6144079.102452518,3531820.72962335,NA,NA,NA
Egypt,seagrass,220262,Egypt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108,84,139,108,139,84,Tier I,23788296,NA,NA,NA,NA,NA,NA
Argentina,mangrove,0,Argentina,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,386,351,424,386,424,351,Tier I,0,NA,NA,NA,NA,NA,NA
Argentina,marsh,257832.1464354581,Argentina,291475.1458757883,156171.77856141684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,255,254,297,255,297,254,Tier I,65747197.34104182,9244869.4331657,83497346.65271996,47997048.02936368,NA,NA,NA
Argentina,seagrass,100,Argentina,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108,84,139,108,139,84,Tier I,10800,NA,NA,NA,NA,NA,NA
Colombia,mangrove,212734.62508383405,Colombia,246617.92956659777,186794.50619075142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,386,351,424,386,424,351,Tier I,82115565.28235994,7099002.008429153,95745649.13854392,68485481.42617597,NA,NA,NA
Colombia,marsh,4873.980524262721,Colombia,5509.9575593877735,2952.2238311674537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,255,254,297,255,297,254,Tier I,1242865.0336869939,174762.20164765546,1578408.4608504924,907321.6065234954,NA,NA,NA
Colombia,seagrass,43352,Colombia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108,84,139,108,139,84,Tier I,4682016,NA,NA,NA,NA,NA,NA
Thailand,mangrove,247699.15720023745,Thailand,287151.4370546906,217495.585097396,227.11351825174506,154,9.407254720370487,245.55139869706562,208.6756378064245,5,316.0202343031146,247.99735325961655,384.04311534661264,less than,Country-specific average is significantly less than Tier I,greater than,Remote-sensing esimate is significantly greater than country-specific average,less than,Remote-sensing esimate overlaps Tier I,208.6756378064245,386,351,424,227.11351825174506,245.55139869706562,208.6756378064245,Tier II,56255827.059737995,4660046.854339732,65203117.020070285,47308537.099405706,NA,NA,NA
Thailand,marsh,1924.6419963515343,Thailand,2175.777203893622,1165.7769126917483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,255,254,297,255,297,254,Tier I,490783.70906964125,69010.26193920066,623283.4119929065,358284.006146376,NA,NA,NA
Thailand,seagrass,25573,Thailand,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108,84,139,108,139,84,Tier I,2761884,NA,NA,NA,NA,NA,NA
Iran,mangrove,12068.394816352353,Iran,13990.5882346524,10596.816805666627,2.257664429674907,93,0.07797292667651938,2.4104885577300674,2.1048403016197463,1,297.06687604072465,252.28308376529696,341.85066831615234,less than,Country-specific average is significantly less than Tier I,greater than,Remote-sensing esimate is significantly greater than country-specific average,less than,Remote-sensing esimate is significantly less than Tier I,2.1048403016197463,386,351,424,2.257664429674907,2.4104885577300674,2.1048403016197463,Tier II,27246.385700151735,2169.306324313806,31411.453842834242,23081.31755746923,NA,NA,NA
Iran,marsh,1301.0902432963771,Iran,1470.861852198514,788.0847294399198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,255,254,297,255,297,254,Tier I,331778.0120405762,46652.093566819116,421350.0316888689,242205.99239228352,NA,NA,NA
Iran,seagrass,271434,Iran,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108,84,139,108,139,84,Tier I,29314872,NA,NA,NA,NA,NA,NA
Ghana,mangrove,13310.531028390293,Ghana,15430.565674769514,11687.491256324773,577.2104490710565,36,37.214656899336724,650.1498362907714,504.27106185134147,2,239.38398647972585,166.15915758629654,312.60881537315515,greater than,Country-specific average is significantly greater than Tier I,less than,Remote-sensing esimate is significantly less than country-specific average,less than,Remote-sensing esimate is significantly less than Tier I,504.27106185134147,386,351,424,577.2104490710565,650.1498362907714,504.27106185134147,Tier II,7682977.592271392,741036.6180594945,9105767.898945622,6260187.285597162,NA,NA,NA
Ghana,marsh,1848.565418686284,Ghana,2089.773841321219,1119.6964894198502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,255,254,297,255,297,254,Tier I,471384.1817650024,66282.44837071926,598646.4826367834,344121.8808932214,NA,NA,NA
Ghana,seagrass,273259,Ghana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108,84,139,108,139,84,Tier I,29511972,NA,NA,NA,NA,NA,NA
Senegal,mangrove,140924.16259040238,Senegal,163369.8566477162,123740.36126486566,239.7240539456301,36,11.918148538570156,263.08319584362624,216.3649120476339,3,334.44061182615906,267.75537094109796,401.12585271122015,less than,Country-specific average is significantly less than Tier I,greater than,Remote-sensing esimate is significantly greater than country-specific average,less than,Remote-sensing esimate overlaps Tier I,216.3649120476339,386,351,424,239.7240539456301,263.08319584362624,216.3649120476339,Tier II,33782911.555064365,2948589.9545116085,39444204.26772665,28121618.84240208,NA,NA,NA
Senegal,marsh,5541.0790861461455,Senegal,6264.101886721191,3356.2927974519866,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,255,254,297,255,297,254,Tier I,1412975.1669672672,198681.79115163014,1794444.205978397,1031506.1279561373,NA,NA,NA
Senegal,seagrass,149078,Senegal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108,84,139,108,139,84,Tier I,16100424,NA,NA,NA,NA,NA,NA
Tonga,mangrove,792.229366120654,Tonga,918.4116875075681,695.6276777981125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,386,351,424,386,424,351,Tier I,305800.53532257245,26436.87109708055,356559.3278289671,255041.74281617778,NA,NA,NA
Tonga,marsh,10.770621923828124,Tonga,12.176016993314017,6.523884648642489,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,255,254,297,255,297,254,Tier I,2746.5085905761716,386.1930902580783,3487.999323871682,2005.0178572806612,NA,NA,NA
Tonga,seagrass,299152,Tonga,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108,84,139,108,139,84,Tier I,32308416,NA,NA,NA,NA,NA,NA
Spain,mangrove,0,Spain,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,386,351,424,386,424,351,Tier I,0,NA,NA,NA,NA,NA,NA
Spain,marsh,36739.036149661355,Spain,41532.89676676921,22253.239937096314,72.66125187920632,1,NA,NA,NA,1,179.8467074970448,166.12937204040247,193.56404295368714,less than,NA,greater than,NA,less than,Remote-sensing esimate is significantly less than Tier I,72.66125187920632,255,254,297,72.66125187920632,NA,NA,Tier II,2669504.35946981,NA,NA,NA,NA,NA,NA
Spain,seagrass,275931,Spain,NA,NA,161.87196854042463,28,18.554869370278794,198.23884424401646,125.5050928368328,3,NA,NA,NA,greater than,Country-specific average overlaps Tier I,NA,NA,NA,NA,125.5050928368328,108,84,139,161.87196854042463,198.23884424401646,125.5050928368328,Tier II,44665494.15132791,NA,NA,NA,NA,NA,NA
Bahamas,mangrove,80780.95939138958,Bahamas,93647.34558681771,70930.81069047101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,386,351,424,386,424,351,Tier I,31181450.32507638,2695678.6782420515,36357153.38730112,26005747.26285164,NA,NA,NA
Bahamas,marsh,13060.694934677733,Bahamas,14764.908154217754,7911.007162589406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,255,254,297,255,297,254,Tier I,3330477.208342822,468306.30333262024,4229625.3107414525,2431329.105944191,NA,NA,NA
Bahamas,seagrass,225051,Bahamas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108,84,139,108,139,84,Tier I,24305508,NA,NA,NA,NA,NA,NA
Panama,mangrove,152769.17752702066,Panama,177101.48617536385,134141.03635494914,332.208938938014,84,10.609116265960896,353.0024247270954,311.41545314893256,4,421.2843920912875,359.74183612258923,482.8269480599857,less than,Country-specific average overlaps Tier I,greater than,Remote-sensing esimate is significantly greater than country-specific average,greater than,Remote-sensing esimate overlaps Tier I,311.41545314893256,386,351,424,332.208938938014,353.0024247270954,311.41545314893256,Tier II,50751286.36868463,3985219.867535356,58402908.51435251,43099664.22301675,NA,NA,NA
Panama,marsh,269.1497154672899,Panama,304.26947788643326,163.02695511379153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,255,254,297,255,297,254,Tier I,68633.17744415894,9650.673943761572,87162.47141618116,50103.88347213672,NA,NA,NA
Panama,seagrass,180212,Panama,NA,NA,158.82803891265078,2,27.33944472599725,NA,NA,1,NA,NA,NA,greater than,Country-specific average overlaps Tier I,NA,NA,NA,NA,158.82803891265078,108,84,139,158.82803891265078,NA,NA,Tier II,28622718.548526622,NA,NA,NA,NA,NA,NA
Philippines,mangrove,257965.7683491977,Philippines,299053.26255312155,226510.32145762295,72.69155769432106,20,6.641043492876246,85.70776376012259,59.675351628519536,1,461.2289230398661,414.577062142521,507.8807839372112,less than,Country-specific average is significantly less than Tier I,greater than,Remote-sensing esimate is significantly greater than country-specific average,greater than,Remote-sensing esimate overlaps Tier I,59.675351628519536,386,351,424,72.69155769432106,85.70776376012259,59.675351628519536,Tier II,18751933.533115566,2178171.383138915,22934022.588742282,14569844.47748885,NA,NA,NA
Philippines,marsh,760.6359904218608,Philippines,859.8869044519448,460.7256197657376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,255,254,297,255,297,254,Tier I,193962.1775575745,27273.48204959795,246327.26309280255,141597.09202234645,NA,NA,NA
Philippines,seagrass,97800,Philippines,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108,84,139,108,139,84,Tier I,10562400,NA,NA,NA,NA,NA,NA
Honduras,mangrove,66648.23113532591,Honduras,77263.6272322515,58521.378071407904,404.47194444444443,18,35.50077657635574,474.05218795730485,334.891700931584,3,390.6739919951042,329.2863013996099,452.0616825905985,greater than,Country-specific average overlaps Tier I,less than,Remote-sensing esimate overlaps country-specific average,greater than,Remote-sensing esimate overlaps Tier I,334.891700931584,386,351,424,404.47194444444443,474.05218795730485,334.891700931584,Tier II,26957339.641088035,3055789.6573439245,32824455.78318837,21090223.4989877,NA,NA,NA
Honduras,marsh,42486.58933654929,Honduras,48030.414344533216,25734.596377641334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,255,254,297,255,297,254,Tier I,10834080.280820068,1523405.7370547922,13759019.29596527,7909141.265674867,NA,NA,NA
Honduras,seagrass,273912,Honduras,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108,84,139,108,139,84,Tier I,29582496,NA,NA,NA,NA,NA,NA
India,mangrove,382823.1467152802,India,443797.29814028606,336143.0261805764,193.04807046774835,284,7.663292799527847,208.06784835780803,178.02829257768863,2,229.6293104297712,199.83280552016544,259.425815339377,less than,Country-specific average is significantly less than Tier I,greater than,Remote-sensing esimate overlaps country-specific average,less than,Remote-sensing esimate is significantly less than Tier I,178.02829257768863,386,351,424,193.04807046774835,208.06784835780803,178.02829257768863,Tier II,73903269.80377658,6059178.086365581,85536891.72959849,62269647.87795466,NA,NA,NA
India,marsh,5608.57411902339,India,6340.403949228787,3397.1752842722995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,255,254,297,255,297,254,Tier I,1430186.4003509646,201101.9035191683,1816302.0551077677,1044070.7455941616,NA,NA,NA
India,seagrass,51659.00000000001,India,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108,84,139,108,139,84,Tier I,5579172.000000001,NA,NA,NA,NA,NA,NA
Sudan,mangrove,352.14652183612895,Sudan,408.23465425565234,309.2070020442055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,386,351,424,386,424,351,Tier I,135928.5574287458,11751.208176811215,158490.8771282233,113366.23772926825,NA,NA,NA
Sudan,marsh,0,Sudan,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,255,254,297,255,297,254,Tier I,0,NA,NA,NA,NA,NA,NA
Sudan,seagrass,442463,Sudan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108,84,139,108,139,84,Tier I,47786004,NA,NA,NA,NA,NA,NA
Bangladesh,mangrove,443779.4144964575,Bangladesh,514462.3746334847,389666.4990751705,322.173025,10,114.68865207020465,546.9586524930462,97.38739750695379,3,133.11067347205383,101.2447178321944,164.97662911191327,less than,Country-specific average overlaps Tier I,less than,Remote-sensing esimate overlaps country-specific average,less than,Remote-sensing esimate is significantly less than Tier I,97.38739750695379,386,351,424,322.173025,546.9586524930462,97.38739750695379,Tier II,142973756.40105256,51918710.86950511,242657681.2705024,43289831.531602755,NA,NA,NA
Bangladesh,marsh,22192.57534635168,Bangladesh,25088.353899487585,13442.287979267103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,255,254,297,255,297,254,Tier I,5659106.713319679,795740.4237569418,7186928.326933007,4131285.099706351,NA,NA,NA
Bangladesh,seagrass,NA,Bangladesh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108,84,139,108,139,84,Tier I,NA,NA,NA,NA,NA,NA,NA
Venezuela,mangrove,335619.16740120086,Venezuela,389074.90567053575,294694.9356182755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,386,351,424,386,424,351,Tier I,129548998.61686353,11199686.66365209,151052397.01107556,108045600.22265153,NA,NA,NA
Venezuela,marsh,13989.797933806129,Venezuela,15815.244335910182,8473.775110056926,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,255,254,297,255,297,254,Tier I,3567398.4731205627,501620.3645761622,4530509.573106794,2604287.3731343313,NA,NA,NA
Venezuela,seagrass,127242,Venezuela,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108,84,139,108,139,84,Tier I,13742136,NA,NA,NA,NA,NA,NA
Papua New Guinea,mangrove,471331.3072834025,Papua New Guinea,546402.5947649258,413858.81006229715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,386,351,424,386,424,351,Tier I,181933884.61139336,15728431.117980134,212132472.35791522,151735296.8648715,NA,NA,NA
Papua New Guinea,marsh,5921.288025763418,Papua New Guinea,6693.9220533308835,3586.5895511573804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,255,254,297,255,297,254,Tier I,1509928.4465696716,212314.6218621481,1917572.520544996,1102284.3725943472,NA,NA,NA
Papua New Guinea,seagrass,11720,Papua New Guinea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108,84,139,108,139,84,Tier I,1265760,NA,NA,NA,NA,NA,NA
Tunisia,mangrove,0,Tunisia,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,386,351,424,386,424,351,Tier I,0,NA,NA,NA,NA,NA,NA
Tunisia,marsh,5845.3756279153995,Tunisia,6608.104293433861,3540.608573413961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,255,254,297,255,297,254,Tier I,1490570.785118427,209592.69515065814,1892988.7598076905,1088152.8104291633,NA,NA,NA
Tunisia,seagrass,500062,Tunisia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108,84,139,108,139,84,Tier I,54006696,NA,NA,NA,NA,NA,NA
Myanmar,mangrove,505637.9077341638,Myanmar,586173.3785303853,443982.1831979962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,386,351,424,386,424,351,Tier I,195176232.38538724,16873250.04628744,227572872.47425914,162779592.29651535,NA,NA,NA
Myanmar,marsh,13255.963348038256,Myanmar,14985.655993678649,8029.283397081418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,255,254,297,255,297,254,Tier I,3380270.6537497556,475307.87784881965,4292861.77921949,2467679.5282800216,NA,NA,NA
Myanmar,seagrass,426,Myanmar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108,84,139,108,139,84,Tier I,46008,NA,NA,NA,NA,NA,NA
Mozambique,mangrove,318485.4459116783,Mozambique,369212.2109265485,279650.4404234571,144.6858889679737,251,2.2849243150701533,149.16425833291106,140.20751960303636,3,222.0599830100477,202.112435674384,242.00753034571136,less than,Country-specific average is significantly less than Tier I,greater than,Remote-sensing esimate is significantly greater than country-specific average,less than,Remote-sensing esimate is significantly less than Tier I,140.20751960303636,386,351,424,144.6858889679737,149.16425833291106,140.20751960303636,Tier II,46080349.86509269,3384844.053468632,52579250.44775246,39581449.282432914,NA,NA,NA
Mozambique,marsh,137405.11774871315,Mozambique,155334.30293150665,83227.79730505451,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,255,254,297,255,297,254,Tier I,35038305.02592185,4926819.213963289,44497797.916731365,25578812.135112338,NA,NA,NA
Mozambique,seagrass,72794.99999999999,Mozambique,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108,84,139,108,139,84,Tier I,7861859.999999998,NA,NA,NA,NA,NA,NA
Yemen,mangrove,1072.845538468233,Yemen,1243.7229968442184,942.0264919175731,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,386,351,424,386,424,351,Tier I,414118.37784873793,35801.09551662732,482856.4812406624,345380.27445681347,NA,NA,NA
Yemen,marsh,0,Yemen,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,255,254,297,255,297,254,Tier I,0,NA,NA,NA,NA,NA,NA
Yemen,seagrass,535426,Yemen,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108,84,139,108,139,84,Tier I,57826008,NA,NA,NA,NA,NA,NA
Belize,mangrove,56776.69841533214,Belize,65819.80627412393,49853.54565319943,431.8872572886297,89,17.806660215185644,466.7876699953358,396.9868445819236,2,322.489134243628,134.2269189799447,510.7513495073112,greater than,Country-specific average overlaps Tier I,less than,Remote-sensing esimate overlaps country-specific average,less than,Remote-sensing esimate overlaps Tier I,396.9868445819236,386,351,424,431.8872572886297,466.7876699953358,396.9868445819236,Tier II,24521132.556501485,2028911.1491984632,28416641.962962534,20625623.150040437,NA,NA,NA
Belize,marsh,6846.635964541828,Belize,7740.013198946869,4147.083017100506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,255,254,297,255,297,254,Tier I,1745892.170958166,245494.041079359,2217240.729830535,1274543.6120857967,NA,NA,NA
Belize,seagrass,484784,Belize,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108,84,139,108,139,84,Tier I,52356672,NA,NA,NA,NA,NA,NA
Malaysia,mangrove,557490.2433511058,Malaysia,646284.4941891702,489511.8256931324,139.10478914630082,1,NA,NA,NA,1,505.32508909606304,474.60622404602157,536.0439541461045,less than,NA,greater than,NA,greater than,Remote-sensing esimate is significantly greater than Tier I,139.10478914630082,386,351,424,139.10478914630082,NA,NA,Tier II,77549562.752475515,NA,NA,NA,NA,NA,NA
Malaysia,marsh,412.9726082765586,Malaysia,466.8589735773955,250.14206965011672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,255,254,297,255,297,254,Tier I,105308.01511052245,14807.609895713214,133738.6261102918,76877.40411075308,NA,NA,NA
Malaysia,seagrass,892,Malaysia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108,84,139,108,139,84,Tier I,96336,NA,NA,NA,NA,NA,NA
Russian Federation,mangrove,0,Russian Federation,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,386,351,424,386,424,351,Tier I,0,NA,NA,NA,NA,NA,NA
Russian Federation,marsh,551566.5872021696,Russian Federation,623537.2651842984,334089.97329965,291,50,21.82483139238703,333.7758834977377,248.22411650226226,1,314.22751085142966,302.2822089968832,326.1728127059761,greater than,Country-specific average overlaps Tier I,greater than,Remote-sensing esimate overlaps country-specific average,greater than,Remote-sensing esimate is significantly greater than Tier I,248.22411650226226,255,254,297,291,333.7758834977377,248.22411650226226,Tier II,160505876.87583134,24629189.170552522,207793920.0832922,113217833.66837049,NA,NA,NA
Russian Federation,seagrass,49220.00000000001,Russian Federation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108,84,139,108,139,84,Tier I,5315760.000000001,NA,NA,NA,NA,NA,NA
Sierra Leone,mangrove,158318.93436074056,Sierra Leone,183535.1804524037,139014.07517890612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,386,351,424,386,424,351,Tier I,61111108.66324586,5283138.241160102,71254734.08627325,50967483.24021846,NA,NA,NA
Sierra Leone,marsh,1964.60381877463,Sierra Leone,2220.953409348476,1189.982229866706,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,255,254,297,255,297,254,Tier I,500973.9737875307,70443.1392422074,636224.8011325689,365723.1464424925,NA,NA,NA
